JSONID,Prompt,ImageID,Relation,RelationType,Subject,Predicate,SubjectType,PredicateType,Dyad,DyadType,Selected
085bc69f2c1946aeab424586db2b18e2,a monkey pulling a cylinder,0009.jpg,pulling,agentic,monkey,cylinder,agent,object,monkey-cylinder,agent-object,0
085bc69f2c1946aeab424586db2b18e2,a monkey pulling a cylinder,0008.jpg,pulling,agentic,monkey,cylinder,agent,object,monkey-cylinder,agent-object,0
085bc69f2c1946aeab424586db2b18e2,a monkey touching an iguana,0012.jpg,touching,agentic,monkey,iguana,agent,agent,monkey-iguana,agent-agent,0
085bc69f2c1946aeab424586db2b18e2,a monkey touching an iguana,0006.jpg,touching,agentic,monkey,iguana,agent,agent,monkey-iguana,agent-agent,0
085bc69f2c1946aeab424586db2b18e2,a monkey touching an iguana,0007.jpg,touching,agentic,monkey,iguana,agent,agent,monkey-iguana,agent-agent,0
085bc69f2c1946aeab424586db2b18e2,a monkey touching an iguana,0013.jpg,touching,agentic,monkey,iguana,agent,agent,monkey-iguana,agent-agent,0
085bc69f2c1946aeab424586db2b18e2,a monkey touching an iguana,0005.jpg,touching,agentic,monkey,iguana,agent,agent,monkey-iguana,agent-agent,0
085bc69f2c1946aeab424586db2b18e2,a monkey touching an iguana,0011.jpg,touching,agentic,monkey,iguana,agent,agent,monkey-iguana,agent-agent,0
085bc69f2c1946aeab424586db2b18e2,a monkey touching an iguana,0010.jpg,touching,agentic,monkey,iguana,agent,agent,monkey-iguana,agent-agent,0
085bc69f2c1946aeab424586db2b18e2,a monkey touching an iguana,0004.jpg,touching,agentic,monkey,iguana,agent,agent,monkey-iguana,agent-agent,1
085bc69f2c1946aeab424586db2b18e2,a monkey touching an iguana,0000.jpg,touching,agentic,monkey,iguana,agent,agent,monkey-iguana,agent-agent,0
085bc69f2c1946aeab424586db2b18e2,a monkey touching an iguana,0014.jpg,touching,agentic,monkey,iguana,agent,agent,monkey-iguana,agent-agent,0
085bc69f2c1946aeab424586db2b18e2,a monkey touching an iguana,0015.jpg,touching,agentic,monkey,iguana,agent,agent,monkey-iguana,agent-agent,0
085bc69f2c1946aeab424586db2b18e2,a monkey touching an iguana,0001.jpg,touching,agentic,monkey,iguana,agent,agent,monkey-iguana,agent-agent,0
085bc69f2c1946aeab424586db2b18e2,a monkey touching an iguana,0017.jpg,touching,agentic,monkey,iguana,agent,agent,monkey-iguana,agent-agent,0
085bc69f2c1946aeab424586db2b18e2,a monkey touching an iguana,0003.jpg,touching,agentic,monkey,iguana,agent,agent,monkey-iguana,agent-agent,0
085bc69f2c1946aeab424586db2b18e2,a monkey touching an iguana,0002.jpg,touching,agentic,monkey,iguana,agent,agent,monkey-iguana,agent-agent,0
085bc69f2c1946aeab424586db2b18e2,a monkey touching an iguana,0016.jpg,touching,agentic,monkey,iguana,agent,agent,monkey-iguana,agent-agent,0
085bc69f2c1946aeab424586db2b18e2,a monkey touching an iguana,0009.jpg,touching,agentic,monkey,iguana,agent,agent,monkey-iguana,agent-agent,0
085bc69f2c1946aeab424586db2b18e2,a monkey touching an iguana,0008.jpg,touching,agentic,monkey,iguana,agent,agent,monkey-iguana,agent-agent,0
085bc69f2c1946aeab424586db2b18e2,a cylinder near a knife,0012.jpg,near,physical,cylinder,knife,object,object,cylinder-knife,object-object,0
085bc69f2c1946aeab424586db2b18e2,a cylinder near a knife,0006.jpg,near,physical,cylinder,knife,object,object,cylinder-knife,object-object,0
085bc69f2c1946aeab424586db2b18e2,a cylinder near a knife,0007.jpg,near,physical,cylinder,knife,object,object,cylinder-knife,object-object,1
085bc69f2c1946aeab424586db2b18e2,a cylinder near a knife,0013.jpg,near,physical,cylinder,knife,object,object,cylinder-knife,object-object,0
085bc69f2c1946aeab424586db2b18e2,a cylinder near a knife,0005.jpg,near,physical,cylinder,knife,object,object,cylinder-knife,object-object,1
085bc69f2c1946aeab424586db2b18e2,a cylinder near a knife,0011.jpg,near,physical,cylinder,knife,object,object,cylinder-knife,object-object,0
085bc69f2c1946aeab424586db2b18e2,a cylinder near a knife,0010.jpg,near,physical,cylinder,knife,object,object,cylinder-knife,object-object,0
085bc69f2c1946aeab424586db2b18e2,a cylinder near a knife,0004.jpg,near,physical,cylinder,knife,object,object,cylinder-knife,object-object,1
085bc69f2c1946aeab424586db2b18e2,a cylinder near a knife,0000.jpg,near,physical,cylinder,knife,object,object,cylinder-knife,object-object,0
085bc69f2c1946aeab424586db2b18e2,a cylinder near a knife,0014.jpg,near,physical,cylinder,knife,object,object,cylinder-knife,object-object,0
085bc69f2c1946aeab424586db2b18e2,a cylinder near a knife,0015.jpg,near,physical,cylinder,knife,object,object,cylinder-knife,object-object,1
085bc69f2c1946aeab424586db2b18e2,a cylinder near a knife,0001.jpg,near,physical,cylinder,knife,object,object,cylinder-knife,object-object,0
085bc69f2c1946aeab424586db2b18e2,a cylinder near a knife,0017.jpg,near,physical,cylinder,knife,object,object,cylinder-knife,object-object,0
085bc69f2c1946aeab424586db2b18e2,a cylinder near a knife,0003.jpg,near,physical,cylinder,knife,object,object,cylinder-knife,object-object,0
085bc69f2c1946aeab424586db2b18e2,a cylinder near a knife,0002.jpg,near,physical,cylinder,knife,object,object,cylinder-knife,object-object,0
085bc69f2c1946aeab424586db2b18e2,a cylinder near a knife,0016.jpg,near,physical,cylinder,knife,object,object,cylinder-knife,object-object,0
085bc69f2c1946aeab424586db2b18e2,a cylinder near a knife,0009.jpg,near,physical,cylinder,knife,object,object,cylinder-knife,object-object,1
085bc69f2c1946aeab424586db2b18e2,a cylinder near a knife,0008.jpg,near,physical,cylinder,knife,object,object,cylinder-knife,object-object,0
085bc69f2c1946aeab424586db2b18e2,a teacup in a bowl,0012.jpg,in,physical,teacup,bowl,object,object,teacup-bowl,object-object,0
085bc69f2c1946aeab424586db2b18e2,a teacup in a bowl,0006.jpg,in,physical,teacup,bowl,object,object,teacup-bowl,object-object,0
085bc69f2c1946aeab424586db2b18e2,a teacup in a bowl,0007.jpg,in,physical,teacup,bowl,object,object,teacup-bowl,object-object,0
085bc69f2c1946aeab424586db2b18e2,a teacup in a bowl,0013.jpg,in,physical,teacup,bowl,object,object,teacup-bowl,object-object,0
085bc69f2c1946aeab424586db2b18e2,a teacup in a bowl,0005.jpg,in,physical,teacup,bowl,object,object,teacup-bowl,object-object,0
085bc69f2c1946aeab424586db2b18e2,a teacup in a bowl,0011.jpg,in,physical,teacup,bowl,object,object,teacup-bowl,object-object,1
085bc69f2c1946aeab424586db2b18e2,a teacup in a bowl,0010.jpg,in,physical,teacup,bowl,object,object,teacup-bowl,object-object,0
085bc69f2c1946aeab424586db2b18e2,a teacup in a bowl,0004.jpg,in,physical,teacup,bowl,object,object,teacup-bowl,object-object,0
085bc69f2c1946aeab424586db2b18e2,a teacup in a bowl,0000.jpg,in,physical,teacup,bowl,object,object,teacup-bowl,object-object,0
085bc69f2c1946aeab424586db2b18e2,a teacup in a bowl,0014.jpg,in,physical,teacup,bowl,object,object,teacup-bowl,object-object,0
085bc69f2c1946aeab424586db2b18e2,a teacup in a bowl,0015.jpg,in,physical,teacup,bowl,object,object,teacup-bowl,object-object,1
085bc69f2c1946aeab424586db2b18e2,a teacup in a bowl,0001.jpg,in,physical,teacup,bowl,object,object,teacup-bowl,object-object,0
085bc69f2c1946aeab424586db2b18e2,a teacup in a bowl,0017.jpg,in,physical,teacup,bowl,object,object,teacup-bowl,object-object,0
085bc69f2c1946aeab424586db2b18e2,a teacup in a bowl,0003.jpg,in,physical,teacup,bowl,object,object,teacup-bowl,object-object,0
085bc69f2c1946aeab424586db2b18e2,a teacup in a bowl,0002.jpg,in,physical,teacup,bowl,object,object,teacup-bowl,object-object,0
085bc69f2c1946aeab424586db2b18e2,a teacup in a bowl,0016.jpg,in,physical,teacup,bowl,object,object,teacup-bowl,object-object,0
085bc69f2c1946aeab424586db2b18e2,a teacup in a bowl,0009.jpg,in,physical,teacup,bowl,object,object,teacup-bowl,object-object,0
085bc69f2c1946aeab424586db2b18e2,a teacup in a bowl,0008.jpg,in,physical,teacup,bowl,object,object,teacup-bowl,object-object,0
085bc69f2c1946aeab424586db2b18e2,a robot kicking a teacup,0012.jpg,kicking,agentic,robot,teacup,agent,object,robot-teacup,agent-object,0
085bc69f2c1946aeab424586db2b18e2,a robot kicking a teacup,0006.jpg,kicking,agentic,robot,teacup,agent,object,robot-teacup,agent-object,1
085bc69f2c1946aeab424586db2b18e2,a robot kicking a teacup,0007.jpg,kicking,agentic,robot,teacup,agent,object,robot-teacup,agent-object,0
085bc69f2c1946aeab424586db2b18e2,a robot kicking a teacup,0013.jpg,kicking,agentic,robot,teacup,agent,object,robot-teacup,agent-object,0
085bc69f2c1946aeab424586db2b18e2,a robot kicking a teacup,0005.jpg,kicking,agentic,robot,teacup,agent,object,robot-teacup,agent-object,0
085bc69f2c1946aeab424586db2b18e2,a robot kicking a teacup,0011.jpg,kicking,agentic,robot,teacup,agent,object,robot-teacup,agent-object,0
085bc69f2c1946aeab424586db2b18e2,a robot kicking a teacup,0010.jpg,kicking,agentic,robot,teacup,agent,object,robot-teacup,agent-object,0
085bc69f2c1946aeab424586db2b18e2,a robot kicking a teacup,0004.jpg,kicking,agentic,robot,teacup,agent,object,robot-teacup,agent-object,0
085bc69f2c1946aeab424586db2b18e2,a robot kicking a teacup,0000.jpg,kicking,agentic,robot,teacup,agent,object,robot-teacup,agent-object,0
085bc69f2c1946aeab424586db2b18e2,a robot kicking a teacup,0014.jpg,kicking,agentic,robot,teacup,agent,object,robot-teacup,agent-object,1
085bc69f2c1946aeab424586db2b18e2,a robot kicking a teacup,0015.jpg,kicking,agentic,robot,teacup,agent,object,robot-teacup,agent-object,0
085bc69f2c1946aeab424586db2b18e2,a robot kicking a teacup,0001.jpg,kicking,agentic,robot,teacup,agent,object,robot-teacup,agent-object,0
085bc69f2c1946aeab424586db2b18e2,a robot kicking a teacup,0017.jpg,kicking,agentic,robot,teacup,agent,object,robot-teacup,agent-object,0
085bc69f2c1946aeab424586db2b18e2,a robot kicking a teacup,0003.jpg,kicking,agentic,robot,teacup,agent,object,robot-teacup,agent-object,0
085bc69f2c1946aeab424586db2b18e2,a robot kicking a teacup,0002.jpg,kicking,agentic,robot,teacup,agent,object,robot-teacup,agent-object,0
085bc69f2c1946aeab424586db2b18e2,a robot kicking a teacup,0016.jpg,kicking,agentic,robot,teacup,agent,object,robot-teacup,agent-object,0
085bc69f2c1946aeab424586db2b18e2,a robot kicking a teacup,0009.jpg,kicking,agentic,robot,teacup,agent,object,robot-teacup,agent-object,0
085bc69f2c1946aeab424586db2b18e2,a robot kicking a teacup,0008.jpg,kicking,agentic,robot,teacup,agent,object,robot-teacup,agent-object,0
348727a9911c49689fb17407daa2ac6a,a cylinder occluded by a bowl,0012.jpg,occluded by,physical,cylinder,bowl,object,object,cylinder-bowl,object-object,0
348727a9911c49689fb17407daa2ac6a,a cylinder occluded by a bowl,0006.jpg,occluded by,physical,cylinder,bowl,object,object,cylinder-bowl,object-object,0
348727a9911c49689fb17407daa2ac6a,a cylinder occluded by a bowl,0007.jpg,occluded by,physical,cylinder,bowl,object,object,cylinder-bowl,object-object,0
348727a9911c49689fb17407daa2ac6a,a cylinder occluded by a bowl,0013.jpg,occluded by,physical,cylinder,bowl,object,object,cylinder-bowl,object-object,0
348727a9911c49689fb17407daa2ac6a,a cylinder occluded by a bowl,0005.jpg,occluded by,physical,cylinder,bowl,object,object,cylinder-bowl,object-object,0
348727a9911c49689fb17407daa2ac6a,a cylinder occluded by a bowl,0011.jpg,occluded by,physical,cylinder,bowl,object,object,cylinder-bowl,object-object,0
348727a9911c49689fb17407daa2ac6a,a cylinder occluded by a bowl,0010.jpg,occluded by,physical,cylinder,bowl,object,object,cylinder-bowl,object-object,0
348727a9911c49689fb17407daa2ac6a,a cylinder occluded by a bowl,0004.jpg,occluded by,physical,cylinder,bowl,object,object,cylinder-bowl,object-object,0
348727a9911c49689fb17407daa2ac6a,a cylinder occluded by a bowl,0000.jpg,occluded by,physical,cylinder,bowl,object,object,cylinder-bowl,object-object,0
348727a9911c49689fb17407daa2ac6a,a cylinder occluded by a bowl,0014.jpg,occluded by,physical,cylinder,bowl,object,object,cylinder-bowl,object-object,0
348727a9911c49689fb17407daa2ac6a,a cylinder occluded by a bowl,0015.jpg,occluded by,physical,cylinder,bowl,object,object,cylinder-bowl,object-object,0
348727a9911c49689fb17407daa2ac6a,a cylinder occluded by a bowl,0001.jpg,occluded by,physical,cylinder,bowl,object,object,cylinder-bowl,object-object,0
348727a9911c49689fb17407daa2ac6a,a cylinder occluded by a bowl,0017.jpg,occluded by,physical,cylinder,bowl,object,object,cylinder-bowl,object-object,0
348727a9911c49689fb17407daa2ac6a,a cylinder occluded by a bowl,0003.jpg,occluded by,physical,cylinder,bowl,object,object,cylinder-bowl,object-object,0
348727a9911c49689fb17407daa2ac6a,a cylinder occluded by a bowl,0002.jpg,occluded by,physical,cylinder,bowl,object,object,cylinder-bowl,object-object,0
348727a9911c49689fb17407daa2ac6a,a cylinder occluded by a bowl,0016.jpg,occluded by,physical,cylinder,bowl,object,object,cylinder-bowl,object-object,0
348727a9911c49689fb17407daa2ac6a,a cylinder occluded by a bowl,0009.jpg,occluded by,physical,cylinder,bowl,object,object,cylinder-bowl,object-object,0
348727a9911c49689fb17407daa2ac6a,a cylinder occluded by a bowl,0008.jpg,occluded by,physical,cylinder,bowl,object,object,cylinder-bowl,object-object,0
348727a9911c49689fb17407daa2ac6a,a knife in a bowl,0012.jpg,in,physical,knife,bowl,object,object,knife-bowl,object-object,1
348727a9911c49689fb17407daa2ac6a,a knife in a bowl,0006.jpg,in,physical,knife,bowl,object,object,knife-bowl,object-object,0
348727a9911c49689fb17407daa2ac6a,a knife in a bowl,0007.jpg,in,physical,knife,bowl,object,object,knife-bowl,object-object,1
348727a9911c49689fb17407daa2ac6a,a knife in a bowl,0013.jpg,in,physical,knife,bowl,object,object,knife-bowl,object-object,1
348727a9911c49689fb17407daa2ac6a,a knife in a bowl,0005.jpg,in,physical,knife,bowl,object,object,knife-bowl,object-object,1
348727a9911c49689fb17407daa2ac6a,a knife in a bowl,0011.jpg,in,physical,knife,bowl,object,object,knife-bowl,object-object,1
348727a9911c49689fb17407daa2ac6a,a knife in a bowl,0010.jpg,in,physical,knife,bowl,object,object,knife-bowl,object-object,1
348727a9911c49689fb17407daa2ac6a,a knife in a bowl,0004.jpg,in,physical,knife,bowl,object,object,knife-bowl,object-object,1
348727a9911c49689fb17407daa2ac6a,a knife in a bowl,0000.jpg,in,physical,knife,bowl,object,object,knife-bowl,object-object,0
348727a9911c49689fb17407daa2ac6a,a knife in a bowl,0014.jpg,in,physical,knife,bowl,object,object,knife-bowl,object-object,1
348727a9911c49689fb17407daa2ac6a,a knife in a bowl,0015.jpg,in,physical,knife,bowl,object,object,knife-bowl,object-object,0
348727a9911c49689fb17407daa2ac6a,a knife in a bowl,0001.jpg,in,physical,knife,bowl,object,object,knife-bowl,object-object,0
348727a9911c49689fb17407daa2ac6a,a knife in a bowl,0017.jpg,in,physical,knife,bowl,object,object,knife-bowl,object-object,1
348727a9911c49689fb17407daa2ac6a,a knife in a bowl,0003.jpg,in,physical,knife,bowl,object,object,knife-bowl,object-object,0
348727a9911c49689fb17407daa2ac6a,a knife in a bowl,0002.jpg,in,physical,knife,bowl,object,object,knife-bowl,object-object,1
348727a9911c49689fb17407daa2ac6a,a knife in a bowl,0016.jpg,in,physical,knife,bowl,object,object,knife-bowl,object-object,0
348727a9911c49689fb17407daa2ac6a,a knife in a bowl,0009.jpg,in,physical,knife,bowl,object,object,knife-bowl,object-object,1
348727a9911c49689fb17407daa2ac6a,a knife in a bowl,0008.jpg,in,physical,knife,bowl,object,object,knife-bowl,object-object,1
348727a9911c49689fb17407daa2ac6a,a knife occluded by a box,0012.jpg,occluded by,physical,knife,box,object,object,knife-box,object-object,0
348727a9911c49689fb17407daa2ac6a,a knife occluded by a box,0006.jpg,occluded by,physical,knife,box,object,object,knife-box,object-object,0
348727a9911c49689fb17407daa2ac6a,a knife occluded by a box,0007.jpg,occluded by,physical,knife,box,object,object,knife-box,object-object,0
348727a9911c49689fb17407daa2ac6a,a knife occluded by a box,0013.jpg,occluded by,physical,knife,box,object,object,knife-box,object-object,0
348727a9911c49689fb17407daa2ac6a,a knife occluded by a box,0005.jpg,occluded by,physical,knife,box,object,object,knife-box,object-object,0
348727a9911c49689fb17407daa2ac6a,a knife occluded by a box,0011.jpg,occluded by,physical,knife,box,object,object,knife-box,object-object,1
348727a9911c49689fb17407daa2ac6a,a knife occluded by a box,0010.jpg,occluded by,physical,knife,box,object,object,knife-box,object-object,0
348727a9911c49689fb17407daa2ac6a,a knife occluded by a box,0004.jpg,occluded by,physical,knife,box,object,object,knife-box,object-object,1
348727a9911c49689fb17407daa2ac6a,a knife occluded by a box,0000.jpg,occluded by,physical,knife,box,object,object,knife-box,object-object,0
348727a9911c49689fb17407daa2ac6a,a knife occluded by a box,0014.jpg,occluded by,physical,knife,box,object,object,knife-box,object-object,0
348727a9911c49689fb17407daa2ac6a,a knife occluded by a box,0015.jpg,occluded by,physical,knife,box,object,object,knife-box,object-object,0
348727a9911c49689fb17407daa2ac6a,a knife occluded by a box,0001.jpg,occluded by,physical,knife,box,object,object,knife-box,object-object,1
348727a9911c49689fb17407daa2ac6a,a knife occluded by a box,0017.jpg,occluded by,physical,knife,box,object,object,knife-box,object-object,0
348727a9911c49689fb17407daa2ac6a,a knife occluded by a box,0003.jpg,occluded by,physical,knife,box,object,object,knife-box,object-object,0
348727a9911c49689fb17407daa2ac6a,a knife occluded by a box,0002.jpg,occluded by,physical,knife,box,object,object,knife-box,object-object,1
348727a9911c49689fb17407daa2ac6a,a knife occluded by a box,0016.jpg,occluded by,physical,knife,box,object,object,knife-box,object-object,1
348727a9911c49689fb17407daa2ac6a,a knife occluded by a box,0009.jpg,occluded by,physical,knife,box,object,object,knife-box,object-object,0
348727a9911c49689fb17407daa2ac6a,a knife occluded by a box,0008.jpg,occluded by,physical,knife,box,object,object,knife-box,object-object,0
348727a9911c49689fb17407daa2ac6a,a cylinder near a bowl,0012.jpg,near,physical,cylinder,bowl,object,object,cylinder-bowl,object-object,0
348727a9911c49689fb17407daa2ac6a,a cylinder near a bowl,0006.jpg,near,physical,cylinder,bowl,object,object,cylinder-bowl,object-object,0
348727a9911c49689fb17407daa2ac6a,a cylinder near a bowl,0007.jpg,near,physical,cylinder,bowl,object,object,cylinder-bowl,object-object,0
348727a9911c49689fb17407daa2ac6a,a cylinder near a bowl,0013.jpg,near,physical,cylinder,bowl,object,object,cylinder-bowl,object-object,0
348727a9911c49689fb17407daa2ac6a,a cylinder near a bowl,0005.jpg,near,physical,cylinder,bowl,object,object,cylinder-bowl,object-object,0
348727a9911c49689fb17407daa2ac6a,a cylinder near a bowl,0011.jpg,near,physical,cylinder,bowl,object,object,cylinder-bowl,object-object,0
348727a9911c49689fb17407daa2ac6a,a cylinder near a bowl,0010.jpg,near,physical,cylinder,bowl,object,object,cylinder-bowl,object-object,0
348727a9911c49689fb17407daa2ac6a,a cylinder near a bowl,0004.jpg,near,physical,cylinder,bowl,object,object,cylinder-bowl,object-object,0
348727a9911c49689fb17407daa2ac6a,a cylinder near a bowl,0000.jpg,near,physical,cylinder,bowl,object,object,cylinder-bowl,object-object,0
348727a9911c49689fb17407daa2ac6a,a cylinder near a bowl,0014.jpg,near,physical,cylinder,bowl,object,object,cylinder-bowl,object-object,0
348727a9911c49689fb17407daa2ac6a,a cylinder near a bowl,0015.jpg,near,physical,cylinder,bowl,object,object,cylinder-bowl,object-object,1
348727a9911c49689fb17407daa2ac6a,a cylinder near a bowl,0001.jpg,near,physical,cylinder,bowl,object,object,cylinder-bowl,object-object,0
348727a9911c49689fb17407daa2ac6a,a cylinder near a bowl,0017.jpg,near,physical,cylinder,bowl,object,object,cylinder-bowl,object-object,0
348727a9911c49689fb17407daa2ac6a,a cylinder near a bowl,0003.jpg,near,physical,cylinder,bowl,object,object,cylinder-bowl,object-object,0
348727a9911c49689fb17407daa2ac6a,a cylinder near a bowl,0002.jpg,near,physical,cylinder,bowl,object,object,cylinder-bowl,object-object,0
348727a9911c49689fb17407daa2ac6a,a cylinder near a bowl,0016.jpg,near,physical,cylinder,bowl,object,object,cylinder-bowl,object-object,0
348727a9911c49689fb17407daa2ac6a,a cylinder near a bowl,0009.jpg,near,physical,cylinder,bowl,object,object,cylinder-bowl,object-object,0
348727a9911c49689fb17407daa2ac6a,a cylinder near a bowl,0008.jpg,near,physical,cylinder,bowl,object,object,cylinder-bowl,object-object,0
348727a9911c49689fb17407daa2ac6a,a blanket covering a box,0012.jpg,cover,physical,blanket,box,object,object,blanket-box,object-object,0
348727a9911c49689fb17407daa2ac6a,a blanket covering a box,0006.jpg,cover,physical,blanket,box,object,object,blanket-box,object-object,0
348727a9911c49689fb17407daa2ac6a,a blanket covering a box,0007.jpg,cover,physical,blanket,box,object,object,blanket-box,object-object,0
348727a9911c49689fb17407daa2ac6a,a blanket covering a box,0013.jpg,cover,physical,blanket,box,object,object,blanket-box,object-object,0
348727a9911c49689fb17407daa2ac6a,a blanket covering a box,0005.jpg,cover,physical,blanket,box,object,object,blanket-box,object-object,1
348727a9911c49689fb17407daa2ac6a,a blanket covering a box,0011.jpg,cover,physical,blanket,box,object,object,blanket-box,object-object,0
348727a9911c49689fb17407daa2ac6a,a blanket covering a box,0010.jpg,cover,physical,blanket,box,object,object,blanket-box,object-object,1
348727a9911c49689fb17407daa2ac6a,a blanket covering a box,0004.jpg,cover,physical,blanket,box,object,object,blanket-box,object-object,0
348727a9911c49689fb17407daa2ac6a,a blanket covering a box,0000.jpg,cover,physical,blanket,box,object,object,blanket-box,object-object,0
348727a9911c49689fb17407daa2ac6a,a blanket covering a box,0014.jpg,cover,physical,blanket,box,object,object,blanket-box,object-object,0
348727a9911c49689fb17407daa2ac6a,a blanket covering a box,0015.jpg,cover,physical,blanket,box,object,object,blanket-box,object-object,0
348727a9911c49689fb17407daa2ac6a,a blanket covering a box,0001.jpg,cover,physical,blanket,box,object,object,blanket-box,object-object,1
348727a9911c49689fb17407daa2ac6a,a blanket covering a box,0017.jpg,cover,physical,blanket,box,object,object,blanket-box,object-object,0
348727a9911c49689fb17407daa2ac6a,a blanket covering a box,0003.jpg,cover,physical,blanket,box,object,object,blanket-box,object-object,0
348727a9911c49689fb17407daa2ac6a,a blanket covering a box,0002.jpg,cover,physical,blanket,box,object,object,blanket-box,object-object,0
348727a9911c49689fb17407daa2ac6a,a blanket covering a box,0016.jpg,cover,physical,blanket,box,object,object,blanket-box,object-object,0
348727a9911c49689fb17407daa2ac6a,a blanket covering a box,0009.jpg,cover,physical,blanket,box,object,object,blanket-box,object-object,1
348727a9911c49689fb17407daa2ac6a,a blanket covering a box,0008.jpg,cover,physical,blanket,box,object,object,blanket-box,object-object,0
348727a9911c49689fb17407daa2ac6a,a woman kicking a bowl,0012.jpg,kicking,agentic,woman,bowl,agent,object,woman-bowl,agent-object,0
348727a9911c49689fb17407daa2ac6a,a woman kicking a bowl,0006.jpg,kicking,agentic,woman,bowl,agent,object,woman-bowl,agent-object,0
348727a9911c49689fb17407daa2ac6a,a woman kicking a bowl,0007.jpg,kicking,agentic,woman,bowl,agent,object,woman-bowl,agent-object,1
348727a9911c49689fb17407daa2ac6a,a woman kicking a bowl,0013.jpg,kicking,agentic,woman,bowl,agent,object,woman-bowl,agent-object,1
348727a9911c49689fb17407daa2ac6a,a woman kicking a bowl,0005.jpg,kicking,agentic,woman,bowl,agent,object,woman-bowl,agent-object,1
348727a9911c49689fb17407daa2ac6a,a woman kicking a bowl,0011.jpg,kicking,agentic,woman,bowl,agent,object,woman-bowl,agent-object,1
348727a9911c49689fb17407daa2ac6a,a woman kicking a bowl,0010.jpg,kicking,agentic,woman,bowl,agent,object,woman-bowl,agent-object,0
348727a9911c49689fb17407daa2ac6a,a woman kicking a bowl,0004.jpg,kicking,agentic,woman,bowl,agent,object,woman-bowl,agent-object,0
348727a9911c49689fb17407daa2ac6a,a woman kicking a bowl,0000.jpg,kicking,agentic,woman,bowl,agent,object,woman-bowl,agent-object,1
348727a9911c49689fb17407daa2ac6a,a woman kicking a bowl,0014.jpg,kicking,agentic,woman,bowl,agent,object,woman-bowl,agent-object,1
348727a9911c49689fb17407daa2ac6a,a woman kicking a bowl,0015.jpg,kicking,agentic,woman,bowl,agent,object,woman-bowl,agent-object,1
348727a9911c49689fb17407daa2ac6a,a woman kicking a bowl,0001.jpg,kicking,agentic,woman,bowl,agent,object,woman-bowl,agent-object,1
348727a9911c49689fb17407daa2ac6a,a woman kicking a bowl,0017.jpg,kicking,agentic,woman,bowl,agent,object,woman-bowl,agent-object,1
348727a9911c49689fb17407daa2ac6a,a woman kicking a bowl,0003.jpg,kicking,agentic,woman,bowl,agent,object,woman-bowl,agent-object,1
348727a9911c49689fb17407daa2ac6a,a woman kicking a bowl,0002.jpg,kicking,agentic,woman,bowl,agent,object,woman-bowl,agent-object,1
348727a9911c49689fb17407daa2ac6a,a woman kicking a bowl,0016.jpg,kicking,agentic,woman,bowl,agent,object,woman-bowl,agent-object,0
348727a9911c49689fb17407daa2ac6a,a woman kicking a bowl,0009.jpg,kicking,agentic,woman,bowl,agent,object,woman-bowl,agent-object,0
348727a9911c49689fb17407daa2ac6a,a woman kicking a bowl,0008.jpg,kicking,agentic,woman,bowl,agent,object,woman-bowl,agent-object,1
348727a9911c49689fb17407daa2ac6a,a blanket hanging over a knife,0012.jpg,hanging over,physical,blanket,knife,object,object,blanket-knife,object-object,0
348727a9911c49689fb17407daa2ac6a,a blanket hanging over a knife,0006.jpg,hanging over,physical,blanket,knife,object,object,blanket-knife,object-object,0
348727a9911c49689fb17407daa2ac6a,a blanket hanging over a knife,0007.jpg,hanging over,physical,blanket,knife,object,object,blanket-knife,object-object,0
348727a9911c49689fb17407daa2ac6a,a blanket hanging over a knife,0013.jpg,hanging over,physical,blanket,knife,object,object,blanket-knife,object-object,0
348727a9911c49689fb17407daa2ac6a,a blanket hanging over a knife,0005.jpg,hanging over,physical,blanket,knife,object,object,blanket-knife,object-object,0
348727a9911c49689fb17407daa2ac6a,a blanket hanging over a knife,0011.jpg,hanging over,physical,blanket,knife,object,object,blanket-knife,object-object,0
348727a9911c49689fb17407daa2ac6a,a blanket hanging over a knife,0010.jpg,hanging over,physical,blanket,knife,object,object,blanket-knife,object-object,0
348727a9911c49689fb17407daa2ac6a,a blanket hanging over a knife,0004.jpg,hanging over,physical,blanket,knife,object,object,blanket-knife,object-object,0
348727a9911c49689fb17407daa2ac6a,a blanket hanging over a knife,0000.jpg,hanging over,physical,blanket,knife,object,object,blanket-knife,object-object,0
348727a9911c49689fb17407daa2ac6a,a blanket hanging over a knife,0014.jpg,hanging over,physical,blanket,knife,object,object,blanket-knife,object-object,0
348727a9911c49689fb17407daa2ac6a,a blanket hanging over a knife,0015.jpg,hanging over,physical,blanket,knife,object,object,blanket-knife,object-object,0
348727a9911c49689fb17407daa2ac6a,a blanket hanging over a knife,0001.jpg,hanging over,physical,blanket,knife,object,object,blanket-knife,object-object,0
348727a9911c49689fb17407daa2ac6a,a blanket hanging over a knife,0017.jpg,hanging over,physical,blanket,knife,object,object,blanket-knife,object-object,0
348727a9911c49689fb17407daa2ac6a,a blanket hanging over a knife,0003.jpg,hanging over,physical,blanket,knife,object,object,blanket-knife,object-object,0
348727a9911c49689fb17407daa2ac6a,a blanket hanging over a knife,0002.jpg,hanging over,physical,blanket,knife,object,object,blanket-knife,object-object,0
348727a9911c49689fb17407daa2ac6a,a blanket hanging over a knife,0016.jpg,hanging over,physical,blanket,knife,object,object,blanket-knife,object-object,0
